17,2,2023
16,5,2023
1,1,1966
27,3,2020
25,11,2017
6,12,2021
1,6,1998
20,4,2010
9,12,2014
8,12,1976
22,7,2002
7,2,2024
1,5,1971
19,4,2018
18,9,1998
19,2,2024
12,6,2023
11,9,2023
9,10,2020
9,3,2023
18,11,2023
30,6,2021
1,3,2023
8,6,2023
31,10,2018
15,5,2021
16,7,2023
1,1,1998
12,6,2024
1,11,1993
18,1,2023
21,4,2015
11,5,2022
5,9,1988
24,2,2023
2,3,2004
23,11,2018
17,11,2017
1,5,2023
3,10,2022
30,7,2004
9,5,2023
28,11,2014
27,7,2020
30,4,2012
19,1,2024
8,2,2016
8,3,2017
27,9,2011
27,6,2019
7,12,2012
31,3,2023
24,3,2024
27,10,2015
7,5,2021
5,11,2022
4,10,2023
28,1,2022
24,7,2023
19,1,2021
29,4,2015
27,7,2023
1,10,2023
1,1,2015
5,2,2014
22,7,2021
23,1,2023
7,9,2017
9,1,2024
29,1,2023
8,11,2021
7,1,2016
22,11,2003
26,1,2023
1,1,2001
29,11,2012
22,2,2012
9,5,2006
19,11,2019
20,1,2022
1,2,1982
1,11,1990
14,1,2024
31,10,2014
12,1,2015
12,10,2023
1,5,1997
13,9,1997
1,12,1977
1,4,2010
29,12,2022
20,11,2014
8,11,2018
28,4,2017
3,6,2023
10,9,2020
13,7,2023
11,1,2023
16,3,2024
7,2,2020
5,12,2023
1,6,2024
20,9,2023
21,6,2023
19,12,2023
15,3,2013
14,2,2011
1,1,2018
23,12,2022
25,9,2015
19,10,2012
15,11,2011
20,2,2023
13,6,2022
8,6,2015
10,12,2015
23,4,2024
19,5,2023
9,12,2023
1,6,2021
2,3,2024
7,6,2005
8,4,2021
6,10,1989
23,5,2022
30,10,2002
15,5,2024
11,1,2020
11,8,2017
18,2,2024
27,3,1998
4,3,2023
12,12,2014
17,5,2024
10,9,2023
11,10,1965
17,12,2021
16,10,2018
13,2,2017
10,7,2012
6,9,2022
3,4,2012
9,10,2012
16,6,2013
7,2,2023
17,7,2015
11,6,1986
17,4,2023
13,3,2024
25,11,2023
6,1,2021
3,2,2024
8,7,2019
15,9,2023
12,1,1972
1,1,2021
4,7,2022
15,8,2022
2,2,2023
18,8,2017
10,2,2023
8,8,2023
29,5,2022
22,3,2019
20,11,1994
17,6,2011
7,3,2024
1,1,1975
12,1,2018
17,5,2010
9,5,2000
1,7,2008
14,7,2017
30,6,2023
25,4,2023
5,7,2023
18,8,2020
27,4,2022
7,1,1976
1,12,2017
6,3,2009
26,11,2021
2,7,2023
13,2,2020
19,3,2018
24,4,2008
17,11,1997
1,1,1978
6,12,2017
23,4,2021
28,4,2023
8,4,2024
10,12,2018
13,6,2019
21,10,2022
6,8,2021
6,1,2024
23,8,2003
19,4,2022
21,1,2014
8,11,1998
31,3,2017
7,12,2018
1,4,2016
25,3,2022
16,11,2022
12,11,2010
24,6,2022
17,8,2022
20,5,2021
26,3,2014
29,5,2019
26,4,2024
14,5,1963
1,11,1967
6,12,2023
17,4,2020
5,3,2021
10,1,2022
9,4,2022
4,12,2008
26,7,2016
5,10,2018
15,10,1970
1,1,1995
18,5,2022
9,7,2014
8,7,2022
30,9,2015
8,9,2013
22,11,2023
25,10,2019
11,9,2007
8,10,2014
3,3,2005
30,11,2009
26,10,2011
20,8,2016
11,2,2024
6,8,2018
24,2,2017
4,6,2021
9,9,2022
10,6,2022
11,4,2021
8,12,2008
14,12,2023
20,5,2024
28,12,2021
27,6,2013
8,12,2022
27,1,2010
20,8,1999
21,2,2024
29,2,2024
28,5,2024
24,3,1967
1,9,2022
2,6,2022
21,9,2021
31,8,2023
15,4,2020
12,5,1994
23,8,2023
30,11,2023
26,5,2008
24,11,2008
27,3,2021
13,9,1991
2,5,2024
30,11,2015
2,6,2011
9,11,2022
28,2,2023
27,3,1995
15,10,2019
15,5,1990
20,7,2023
22,2,2024
8,6,2024
11,10,2019
24,11,2017
3,11,2023
21,1,2008
2,9,2020
4,6,2012
6,4,2022
4,1,1983
5,5,2023
20,9,2011
13,5,2023
26,2,2022
24,8,2022
25,12,2019
1,7,2014
1,4,2022
19,4,2013
30,8,1994
29,5,2013
3,4,2023
22,5,2019
30,12,2016
27,8,2021
19,7,2005
12,12,2011
21,7,2021
12,11,2004
5,8,1998
27,11,2013
15,11,2020
1,11,2022
21,11,2020
21,10,2013
25,2,2021
9,3,2018
14,11,2005
1,1,1984
4,4,2024
4,11,2021
28,2,2020
30,11,2012
15,3,2019
19,5,2020
26,7,2022
23,11,1987
10,10,2016
7,4,2023
12,11,2021
10,4,2023
24,4,2017
23,11,2021
1,12,2023
19,6,2024
26,2,1996
22,2,2021
24,11,1997
2,9,2023
9,12,2006
11,6,2020
10,8,1979
20,3,2024
9,7,2023
30,1,2023
11,9,1998
6,3,2021
8,11,2004
25,6,2023
4,4,2018
5,2,1988
27,12,2023
31,10,2023
27,3,2015
10,5,2004
16,9,2023
7,8,2019
12,2,1996
29,6,2023
28,9,2023
24,9,2023
1,1,1987
24,11,2014
5,6,2024
15,11,2023
1,6,1990
14,10,2021
1,1,2004
23,2,1999
16,2,2023
17,11,2009
28,9,2020
25,8,2017
5,8,2018
5,1,1958
12,3,2023
9,9,2014
7,5,2024
10,11,2017
13,12,2023
7,12,2021
17,11,2023
11,6,2023
19,11,2007
18,8,2023
21,11,2023
2,4,2020
27,5,2023
12,7,2019
10,8,2022
29,11,2023
5,4,2013
20,2,2017
14,3,2024
18,6,2012
9,3,2024
6,9,2011
21,4,2023
19,10,2023
1,1,2007
27,10,1989
14,2,2020
24,4,2020
26,10,2020
23,10,2023
8,1,2018
18,11,1978
1,2,2008
20,1,2016
18,4,2024
10,7,2018
4,8,2023
25,8,2014
2,1,2022
28,5,2021
23,5,2011
7,11,2014
19,2,2019
12,6,2018
6,7,2023
22,9,2018
7,1,2022
25,1,2000
25,10,2008
26,10,2023
8,6,2018
14,6,2019
17,10,2022
1,12,2003
27,5,2020
15,4,2023
25,10,2022
20,2,2020
11,2,2021
5,1,2024
1,9,2011
22,10,2022
5,8,2021
1,1,2024
12,4,2024
15,5,2013
9,9,2011
13,8,2021
23,3,2023
25,9,1961
10,12,2021
27,1,2024
30,12,2022
7,4,2017
3,3,2022
9,4,2008
14,7,2023
22,6,2023
20,11,2022
2,6,2008
27,9,2022
4,8,2020
7,9,2023
13,7,2014
11,10,2022
12,7,2022
23,5,2014
19,11,2013
23,6,2015
9,3,2021
2,8,2019
17,7,1981
13,11,2019
1,1,1981
5,4,2019
14,11,2008
20,6,2022
19,9,2022
2,12,2021
11,3,2022
3,11,2003
18,7,2002
10,5,2024
16,6,2022
1,7,1997
3,1,2011
20,9,2014
10,7,2021
23,3,2020
6,7,2020
24,12,2021
14,2,2017
5,9,2022
15,12,1967
25,5,2016
24,5,2024
25,2,2024
3,2,2016
1,6,1996
24,7,2021
17,1,2023
11,6,2024
7,5,2023
5,5,2024
1,10,2021
25,8,2023
1,1,2013
30,3,2010
8,6,2010
15,12,2023
12,11,2022
8,5,2023
28,3,2011
4,4,2022
12,10,2018
10,11,2023
15,11,2022
21,8,2009
22,6,2019
12,9,2017
19,5,2018
13,11,2023
20,11,1986
2,11,2023
15,4,2002
1,4,2008
16,11,2020
4,11,2022
15,1,2024
30,1,2022
3,10,2023
14,2,1996
30,9,2023
27,1,2022
1,1,1970
24,11,2003
19,3,2010
19,12,2018
23,10,2013
17,5,2019
13,11,2020
28,1,2023
23,7,2021
8,1,2024
9,7,2009
22,3,2024
26,3,2009
6,4,2024
25,1,2023
25,8,2020
21,7,2022
7,6,2010
1,1,2016
9,5,1995
6,10,2017
24,2,2012
16,8,2022
13,5,2010
7,7,2017
24,3,2022
26,1,2024
1,2,2020
19,5,2021
1,7,2003
19,11,1991
20,6,2000
25,12,2022
1,12,1992
26,9,2022
23,11,2020
12,3,2021
7,12,2023
4,3,2021
11,6,2021
17,1,2020
25,4,2024
4,10,2018
12,12,2012
5,10,2010
18,2,2022
8,4,2022
17,5,2022
21,11,2021
10,10,2022
23,11,2023
9,8,2016
26,4,2019
3,6,2021
10,3,2022
9,6,2022
12,4,2005
17,3,2014
19,10,1964
18,12,2014
27,5,2024
20,9,2021
20,2,2024
27,12,2021
15,10,2012
8,9,2022
20,7,2010
3,3,1983
16,6,2014
28,2,2024
1,9,2014
19,5,2024
1,6,2022
14,3,2023
24,6,2014
1,2,2017
22,3,2021
31,12,1973
17,1,2003
22,10,2018
28,9,2021
1,1,1973
24,1,2011
12,3,2024
15,8,2021
8,12,2017
26,5,2023
11,2,2022
24,11,2023
1,1,1990
18,10,2023
12,9,1994
13,8,2022
31,10,2019
17,8,2017
17,6,1983
23,2,2018
23,4,2023
9,2,2023
7,1,2021
6,8,2023
23,1,1985
29,9,2019
21,4,2024
NULL,NULL,NULL
27,8,2002
1,9,1997
31,10,2022
4,7,2023
21,2,2019
26,11,2010
16,6,2011
24,4,2023
2,6,2017
30,8,2013
7,8,2021
8,11,2013
6,1,2023
12,2,2020
1,7,2023
1,1,1947
5,8,2022
25,11,2021
22,10,2021
18,2,2019
29,10,2023
26,6,2024
1,6,2002
4,1,2024
27,4,2023
6,10,1968
29,5,2020
11,4,1993
27,11,2020
7,11,1973
1,1,1993
14,4,2024
2,7,2024
25,7,1999
10,9,1995
20,10,2022
5,12,2018
26,9,1999
18,6,2024
9,5,2018
13,6,1997
7,9,2022
11,10,2023
12,7,2023
11,1,2015
1,1,2010
7,1,2024
8,4,2016
27,4,2017
4,12,2023
17,10,1988
30,6,2022
13,4,2023
5,9,2023
19,9,2023
20,6,2023
17,3,2008
23,10,2019
23,3,2022
14,7,2022
28,6,2023
25,6,2015
21,10,2020
13,11,2003
15,11,2019
27,9,2023
29,3,2023
1,10,2018
6,12,2005
8,12,2023
19,4,2017
9,12,2015
8,1,2021
22,6,2022
1,1,1996
1,3,2024
14,2,2016
26,12,2020
30,8,2016
25,11,2015
31,1,2011
18,8,2015
3,3,2023
2,3,1999
17,9,2021
23,6,1997
10,6,2023
4,10,2012
9,9,2023
16,5,2024
17,2,2024
18,6,2021
6,12,2022
17,2,2010
24,6,2003
5,10,2021
27,2,2023
14,6,2024
1,5,2024
10,5,2022
8,11,2022
1,3,1973
29,8,2023
1,8,2016
23,2,2024
21,11,2018
27,8,1993
7,7,1997
1,10,2007
5,8,2016
12,4,2019
19,7,2023
6,9,2019
31,5,1985
26,8,2007
30,7,2021
1,1,1982
21,12,2019
1,10,1990
5,12,2012
1,1,1999
26,7,2020
2,10,2022
18,1,2024
24,12,2019
12,5,2023
12,4,2002
25,5,2014
31,1,2020
4,5,2023
14,5,2023
25,2,2022
1,1,1939
6,10,2023
16,7,2021
22,4,1997
3,3,2017
26,7,2023
7,4,2022
20,11,2020
13,4,2017
14,8,2012
27,3,2024
1,7,2015
17,7,2022
5,1,2016
1,5,2021
3,4,2024
25,7,2022
20,2,2012
17,10,2014
29,10,2014
29,7,2022
14,7,2008
11,11,2021
12,1,2024
22,1,2022
28,6,2017
29,4,2024
4,6,1984
19,4,2011
9,12,2021
26,9,1991
14,10,2023
1,1,2002
23,6,2023
22,9,2023
13,12,2021
4,5,2020
1,9,2000
24,5,2019
21,11,1975
11,7,2022
21,5,2022
12,5,2003
10,5,2019
9,8,2019
8,11,2019
17,11,2021
3,10,1994
13,1,2022
12,6,2013
10,9,2021
31,12,2022
28,10,2016
12,4,2022
21,1,2020
30,10,2016
14,9,2022
1,12,2021
21,3,2014
21,12,2022
30,11,2017
24,3,2005
2,12,2013
2,9,2021
10,2,2024
9,5,2024
19,9,2014
1,1,2019
8,10,2021
16,3,2022
13,5,2024
20,6,2014
19,12,2006
10,1,1997
6,3,2023
26,10,2018
25,6,2021
26,3,2021
3,3,2014
8,6,1999
23,6,2020
18,6,2013
25,2,2016
24,9,2021
22,2,2023
24,2,2024
9,8,2022
6,4,2013
28,11,2023
30,4,2020
4,1,2021
2,2,2024
23,10,2022
31,5,2022
21,9,2004
5,6,2019
1,1,1976
22,5,2024
17,3,2020
4,11,2016
20,4,2023
13,11,2014
8,3,2024
7,6,2019
22,6,2011
1,2,2023
10,12,2016
1,1,1959
29,4,2021
5,4,2014
2,7,1990
17,4,2024
6,7,2022
26,11,2022
11,8,2023
15,3,2024
26,4,2005
1,1,2022
4,12,2020
3,8,2023
5,2,2023
3,11,2015
24,5,2022
3,1,2023
21,12,1999
13,2,2023
1,1,1962
10,12,2019
26,8,1987
25,10,2023
30,3,2016
17,6,1969
4,2,2022
24,10,2008
25,9,2016
16,1,2014
14,2,2022
21,8,2020
18,4,2022
28,10,2022
31,5,2019
13,12,2018
17,3,2017
7,7,2023
4,11,2013
11,4,2024
9,4,2023
1,9,2023
2,6,2023
15,3,2004
25,12,2014
26,9,2014
8,7,2023
4,10,2009
19,3,2024
1,4,2017
7,3,2021
30,4,2023
31,1,2023
8,9,2014
26,12,2023
6,4,2010
25,3,2023
1,3,1993
24,6,2023
18,12,2023
12,12,2020
15,10,2021
17,6,2015
18,10,2012
1,6,1985
31,5,2002
21,9,2007
4,6,2024
14,12,2020
15,2,2023
1,1,1979
6,6,2024
21,8,2023
5,3,2024
5,4,1988
13,8,1993
18,5,2023
30,5,2024
15,1,2013
12,12,2023
17,10,2017
6,6,2021
3,11,2018
28,9,2012
25,5,2017
19,10,2018
19,3,2021
8,4,1982
13,9,2023
24,4,1995
22,3,2013
22,11,1991
17,8,2023
16,11,2023
25,11,1984
1,4,2020
20,7,2018
20,11,2023
28,6,1974
30,3,2013
26,2,2023
14,11,2006
25,11,2016
19,6,2020
1,4,2006
18,8,2010
15,10,1957
14,9,2001
31,12,2018
24,8,2023
13,5,2022
18,7,2023
11,11,2022
21,10,2015
2,4,2021
4,5,2024
6,10,2022
27,12,2019
3,4,2022
28,2,2022
9,11,2023
17,5,2017
10,12,1962
27,4,2012
6,11,2023
7,4,2021
25,1,2021
1,11,2023
29,7,2020
13,4,2018
12,11,2023
21,1,2024
6,2,2015
1,6,1994
2,5,2022
3,11,2022
1,1,1985
14,9,2018
20,6,2018
2,6,2009
17,4,2013
19,5,2019
7,11,2021
25,8,2021
11,6,1996
5,5,2022
26,3,2024
29,6,2016
6,11,2006
29,3,2024
1,4,2023
29,7,2023
22,1,2021
22,12,2017
16,5,2019
22,5,2020
27,1,2023
23,3,2024
24,9,2010
11,11,2005
14,12,2010
17,5,2020
24,1,2023
26,2,2020
23,10,1998
19,6,2017
20,7,2022
4,5,2021
18,3,2024
9,2,2018
6,3,2022
20,8,2006
11,7,2023
7,12,2022
15,7,2022
7,4,2024
30,9,2022
4,9,2023
13,1,2023
7,8,2020
30,5,2003
17,6,2024
16,2,2007
21,11,2022
5,6,2023
3,12,2023
12,4,2023
16,12,2016
14,2,2024
9,7,2007
21,12,2023
19,6,2023
22,2,2022
3,8,2004
14,10,2022
28,3,2023
23,6,2022
31,12,1975
20,3,2023
30,1,2024
27,6,2023
29,7,2003
15,2,2019
8,9,2023
22,9,2022
9,11,2009
29,8,1967
31,5,2024
29,5,2009
1,1,1988
15,6,2021
9,7,2021
21,7,2017
20,10,2017
25,12,2020
2,11,2018
31,10,1964
17,8,2015
1,1,2005
30,4,2019
16,11,2015
18,1,2010
10,1,2012
27,2,1984
11,5,2009
16,2,2024
1,12,2007
10,3,2023
9,6,2023
1,1,1942
3,7,2020
6,6,2014
12,11,2017
30,9,2005
17,6,2021
2,12,2019
17,10,2023
23,3,2004
11,3,2024
20,3,2020
25,11,1993
25,2,1985
1,12,2004
7,8,2023
6,7,2021
28,8,2015
9,4,2012
12,8,2022
1,1,1945
4,10,2013
15,3,2023
22,11,2010
8,5,2015
25,5,2023
5,2,2024
29,10,2021
29,11,2022
21,8,2001
2,8,2023
12,7,2018
22,8,2018
8,2,2023
27,5,2022
10,8,2023
16,8,2017
22,10,2023
11,5,2015
13,2,2007
19,2,2018
6,9,2012
9,6,2017
20,4,2024
25,6,2024
20,6,1995
30,4,2022
1,1,2008
15,4,2024
30,12,2023
28,6,2024
7,7,2022
1,8,1965
13,12,2019
1,8,2022
24,11,2021
4,8,2022
2,1,2023
31,10,2007
28,10,2023
10,4,2024
3,1,2024
10,9,2010
2,4,2001
12,10,1993
9,2,2021
25,6,2010
2,11,1998
24,3,2017
22,6,2024
25,5,2020
11,6,2019
7,9,2010
18,2,2020
21,4,2022
19,10,2022
5,2,2021
3,8,2021
9,12,2013
9,3,2005
19,2,2021
18,11,2022
19,1,2011
25,1,2024
24,12,2022
14,12,1990
14,2,2018
25,9,2022
1,11,1983
8,9,1997
17,10,2020
24,4,2024
11,3,2021
1,1,2011
31,5,2018
3,3,2021
17,2,2022
23,6,1999
16,5,2022
17,3,2023
16,6,2023
10,10,2014
9,10,2022
11,10,2021
13,9,2007
30,12,2020
13,4,2021
1,10,2019
16,12,2022
4,12,2021
17,12,2014
2,12,2022
14,6,2023
27,2,2024
15,10,2020
27,4,2018
24,10,2011
23,2,2023
30,5,2023
16,11,1992
20,12,2005
28,6,2021
22,5,2023
7,11,2001
10,11,1978
15,4,2004
28,8,2023
16,11,2018
3,9,2019
27,7,2021
10,6,2024
20,11,2018
20,1,2023
1,5,1993
21,7,2008
4,12,2012
17,1,2024
5,11,2023
19,11,2017
31,1,2005
23,5,2001
4,2,2000
15,6,2024
18,5,2018
1,10,2022
26,8,2022
11,5,2023
4,9,2020
1,1,2014
30,6,2019
3,5,2023
7,6,2024
9,6,2009
26,4,1997
10,3,2003
23,12,2018
25,7,2023
5,4,2023
9,7,2010
10,9,2019
10,9,1973
8,4,2017
1,8,2014
16,5,2005
1,12,2010
6,5,2022
19,11,2020
21,1,2021
15,5,2020
30,10,2015
1,11,2006
5,3,2002
30,5,2012
31,7,2021
30,3,2024
18,1,2022
30,10,1998
18,4,2014
1,9,2018
30,8,2004
28,7,2022
11,1,2024
7,10,2023
2,4,2024
8,6,2011
22,11,2019
4,12,2015
9,1,2023
1,6,2023
21,6,2024
22,5,1983
1,1,2017
31,12,2021
11,1,2007
15,11,2010
16,4,2004
10,10,2023
11,10,2015
12,10,2007
26,9,2023
30,7,2023
24,3,2023
18,9,2023
11,12,2020
29,12,2023
6,4,2018
29,8,2018
28,11,2018
3,6,2024
17,10,2012
1,1,1971
18,12,2015
17,12,2023
25,12,2023
1,12,1993
16,6,2015
30,11,1982
6,12,2016
22,1,2024
15,5,2023
20,8,2023
18,2,2023
4,3,2024
29,12,2020
17,5,2023
11,12,2023
28,3,2020
1,1,1974
1,9,1998
13,6,2023
24,1,1995
9,12,2022
16,8,2023
12,9,2023
2,3,2023
21,8,2015
20,11,2015
2,10,2020
19,11,2023
12,3,2007
31,7,2018
1,2,2024
17,8,2018
14,10,2011
27,11,2023
29,5,2023
10,2,2022
11,11,1953
19,4,2023
30,3,2018
18,9,2020
21,10,2023
6,2,2024
23,5,2024
6,5,2016
6,12,2019
4,2,1977
16,4,2024
1,6,2020
4,5,2015
7,2,2022
6,11,2015
30,11,2022
3,12,2020
28,4,2021
13,12,2016
4,2,2023
25,2,2014
1,1,1991
25,11,2022
5,6,2020
27,3,2019
14,8,2023
10,3,2009
24,10,2023
6,4,2015
29,4,2022
25,5,2006
18,5,1981
26,10,2007
16,4,2021
26,4,2023
20,4,2021
5,6,2017
14,12,2019
14,8,2020
1,2,2021
11,11,2013
18,11,2011
1,7,2024
15,10,2023
26,11,2020
27,10,2022
13,2,2021
22,4,2022
23,8,2019
1,9,1995
20,9,2001
1,1,1977
24,4,2007
8,12,2021
3,5,2020
29,11,2019
12,6,2005
28,12,2022
5,11,2020
29,1,2024
28,4,2024
9,9,2021
18,1,2019
1,1,1994
10,11,2010
19,8,2022
28,10,1994
29,9,2022
4,6,1976
22,12,2023
23,9,2023
1,6,2000
30,12,2006
1,3,2008
22,11,2022
25,4,2002
18,11,1991
13,2,2024
15,5,2003
17,8,2021
8,8,2019
13,10,2022
22,1,2004
20,5,2022
26,8,1982
2,9,2016
10,6,2021
14,4,1998
19,4,2020
4,11,2011
12,1,2022
11,4,2022
8,5,2024
17,11,2016
14,12,2022
11,11,2016
31,3,2019
9,2,2024
1,4,1989
5,10,2019
20,12,2022
12,5,2024
8,8,2002
6,6,2023
25,3,2021
3,12,2014
6,11,2009
6,4,2012
26,5,2024
24,6,2021
1,1,1997
25,10,2018
5,6,2014
28,5,2008
17,6,2013
15,9,2022
8,11,1994
